Latitude,Longitude,Anomaly
22.5,32.5,0.2
22.5,37.5,0.97
22.5,42.5,0.48
22.5,47.5,1.1
22.5,52.5,1.04
22.5,57.5,1.03
22.5,62.5,1.16
22.5,67.5,0.88
22.5,72.5,1.04
22.5,77.5,0.38
22.5,82.5,0.08
22.5,87.5,-0.03
22.5,92.5,0.11
22.5,97.5,0.92
22.5,102.5,2.02
22.5,107.5,0.68
22.5,112.5,0.31
22.5,117.5,0.55
22.5,122.5,0.64
22.5,127.5,0.9
22.5,132.5,0.77
22.5,137.5,0.44
22.5,142.5,0.24
22.5,147.5,0.14
22.5,152.5,0.12
22.5,157.5,0.01
22.5,162.5,0.06
22.5,167.5,0.11
22.5,172.5,0.16
22.5,177.5,0.17
27.5,2.5,1.58
27.5,7.5,1.05
27.5,12.5,1.05
27.5,17.5,0.53
27.5,22.5,0.85
27.5,27.5,0.52
27.5,32.5,0.42
27.5,37.5,0.31
27.5,42.5,0.32
27.5,47.5,1.14
27.5,52.5,1.12
27.5,57.5,0.91
27.5,62.5,0.99
27.5,67.5,0.34
27.5,72.5,0.21
27.5,77.5,-0.42
27.5,82.5,-0.67
27.5,87.5,0.03
27.5,92.5,0.14
27.5,97.5,-0.43
27.5,102.5,1.05
27.5,107.5,0.11
27.5,112.5,-1.4
27.5,117.5,0.23
27.5,122.5,0.48
27.5,127.5,0.89
27.5,132.5,0.9
27.5,137.5,0.6
27.5,142.5,0.48
27.5,147.5,0.05
27.5,152.5,0.01
27.5,157.5,0.12
27.5,162.5,0.19
27.5,167.5,0.23
27.5,172.5,0.22
27.5,177.5,0.2
32.5,2.5,2.24
32.5,7.5,1.81
32.5,12.5,1.42
32.5,17.5,1.27
32.5,22.5,1.41
32.5,27.5,1.1
32.5,32.5,0.95
32.5,37.5,0.86
32.5,42.5,1.86
32.5,47.5,0.78
32.5,52.5,-0.09
32.5,57.5,0.05
32.5,62.5,0.08
32.5,67.5,-0.88
32.5,72.5,-0.08
32.5,77.5,-0.81
32.5,82.5,-0.66
32.5,87.5,-0.73
32.5,92.5,-0.79
32.5,97.5,-0.63
32.5,102.5,0.38
32.5,107.5,-0.86
32.5,112.5,-1.52
32.5,117.5,-1.18
32.5,122.5,0.37
32.5,127.5,1.06
32.5,132.5,1.15
32.5,137.5,0.98
32.5,142.5,0.57
32.5,147.5,0.36
32.5,152.5,0.28
32.5,157.5,0.37
32.5,162.5,0.53
32.5,167.5,0.54
32.5,172.5,0.49
32.5,177.5,0.45
37.5,2.5,1.59
37.5,7.5,1.59
37.5,12.5,1.09
37.5,17.5,1.17
37.5,22.5,1.41
37.5,27.5,1.75
37.5,32.5,2.64
37.5,37.5,3.19
37.5,42.5,3.79
37.5,47.5,1.07
37.5,52.5,0.57
37.5,57.5,1.11
37.5,62.5,0.33
37.5,67.5,0.35
37.5,72.5,0.89
37.5,77.5,-0.31
37.5,82.5,-0.5
37.5,87.5,-0.96
37.5,92.5,-0.34
37.5,97.5,-0.52
37.5,102.5,-0.47
37.5,107.5,-0.67
37.5,112.5,-0.85
37.5,117.5,-0.29
37.5,122.5,0.33
37.5,127.5,1.62
37.5,132.5,1.49
37.5,137.5,1.71
37.5,142.5,1.69
37.5,147.5,1.51
37.5,152.5,1.12
37.5,157.5,1.02
37.5,162.5,1.07
37.5,167.5,1.09
37.5,172.5,1.2
37.5,177.5,1.19
42.5,2.5,2.03
42.5,7.5,1.24
42.5,12.5,1.7
42.5,17.5,2.23
42.5,22.5,4.99
42.5,27.5,2.89
42.5,32.5,1.83
42.5,37.5,1.21
42.5,42.5,2.66
42.5,47.5,1.44
42.5,52.5,0.62
42.5,57.5,2.02
42.5,62.5,1.29
42.5,67.5,0.5
42.5,72.5,0.71
42.5,77.5,-0.83
42.5,82.5,-1.46
42.5,87.5,-1.34
42.5,92.5,-1.69
42.5,97.5,-1.96
42.5,102.5,-1.25
42.5,107.5,-1.47
42.5,112.5,-1.68
42.5,117.5,-0.49
42.5,122.5,-0.29
42.5,127.5,1.31
42.5,132.5,1.34
42.5,137.5,1.55
42.5,142.5,1.56
42.5,147.5,1.4
42.5,152.5,1.16
42.5,157.5,1.21
42.5,162.5,1.23
42.5,167.5,1.24
42.5,172.5,1.32
42.5,177.5,1.37
47.5,2.5,3.68
47.5,7.5,4.64
47.5,12.5,4.68
47.5,17.5,6.24
47.5,22.5,6.94
47.5,27.5,6.63
47.5,32.5,4.75
47.5,37.5,3.59
47.5,42.5,3.09
47.5,47.5,2.33
47.5,52.5,1.11
47.5,57.5,1.45
47.5,62.5,1.28
47.5,67.5,-0.3
47.5,72.5,-1.91
47.5,77.5,-3.05
47.5,82.5,-3.0
47.5,87.5,-2.72
47.5,92.5,-1.07
47.5,97.5,-1.07
47.5,102.5,-3.25
47.5,107.5,-2.39
47.5,112.5,-3.6
47.5,117.5,-2.2
47.5,122.5,0.05
47.5,127.5,0.45
47.5,132.5,1.07
47.5,137.5,-0.1
47.5,142.5,-0.39
47.5,147.5,0.93
47.5,152.5,0.28
47.5,157.5,0.2
47.5,162.5,0.34
47.5,167.5,0.46
47.5,172.5,0.56
47.5,177.5,0.74
52.5,2.5,1.7
52.5,7.5,2.93
52.5,12.5,4.29
52.5,17.5,5.59
52.5,22.5,6.02
52.5,27.5,5.54
52.5,32.5,4.46
52.5,37.5,3.1
52.5,42.5,1.47
52.5,47.5,-0.26
52.5,52.5,-1.01
52.5,57.5,-0.63
52.5,62.5,-0.47
52.5,67.5,-0.61
52.5,72.5,-0.64
52.5,77.5,-0.2
52.5,82.5,-1.1
52.5,87.5,-2.72
52.5,92.5,-2.36
52.5,97.5,-2.89
52.5,102.5,-2.6
52.5,107.5,-2.81
52.5,112.5,-2.02
52.5,117.5,-0.47
52.5,122.5,-0.57
52.5,127.5,0.43
52.5,132.5,-0.23
52.5,137.5,-0.13
52.5,142.5,-0.74
52.5,147.5,-0.73
52.5,152.5,-0.02
52.5,157.5,-1.04
52.5,162.5,-0.16
52.5,167.5,0.07
52.5,172.5,0.18
52.5,177.5,0.39
57.5,2.5,0.73
57.5,7.5,0.87
57.5,12.5,1.32
57.5,17.5,0.01
57.5,22.5,0.53
57.5,27.5,2.92
57.5,32.5,2.02
57.5,37.5,0.65
57.5,42.5,-0.07
57.5,47.5,-0.54
57.5,52.5,-0.19
57.5,57.5,0.15
57.5,62.5,0.25
57.5,67.5,0.59
57.5,72.5,-0.44
57.5,77.5,-0.88
57.5,82.5,-0.68
57.5,87.5,-1.84
57.5,92.5,-2.36
57.5,97.5,-2.34
57.5,102.5,-3.04
57.5,107.5,-1.76
57.5,112.5,-1.67
57.5,117.5,-0.92
57.5,122.5,-0.62
57.5,127.5,-0.31
57.5,132.5,-0.38
57.5,137.5,-0.95
57.5,142.5,-4.19
57.5,147.5,-0.01
57.5,152.5,-5.33
57.5,157.5,-4.92
57.5,162.5,-1.77
57.5,167.5,0.15
57.5,172.5,0.35
57.5,177.5,0.26
62.5,2.5,0.53
62.5,7.5,0.27
62.5,12.5,0.54
