Entity,Five_Year_Block,Month,Value,Cumulative_Anomaly,Monthly_Avg,Auunal Emission,Emission_Change_YoY,Emission_5yr_Moving_Avg
Jamaica,1960,6.5,0.019166666666666672,0.16616666666666674,0.047086425834701684,14.705130460266448,21.400831241175144,1877807.6879999998
Andorra,1995,6.5,0.4828333333333333,3.149666666666667,0.047086425834701684,13.05990441195785,4.761968028310196,436455.6811999999
Netherlands,1995,6.5,0.48283333333333334,3.1496666666666675,0.047086425834701684,18.9835767290112,-0.04025721712713256,1.742602668E8
North America,1995,6.5,0.4828333333333334,3.149666666666667,0.047086425834701684,22.617014055963196,1.7370717746173265,6.407418168E9
Africa,2010,6.5,0.6761666666666666,4.346500000000001,0.047086425834701684,20.96018515398679,2.7940627094611754,1.211909384E9
High-income countries,2000,6.5,0.566,3.7135000000000007,0.04708642583470168,23.369690503890677,1.421712173687575,1.376389192E10
OECD (GCP),2005,6.5,0.6318333333333334,4.103666666666667,0.04708642583470168,23.338573988513016,-1.594316188465594,1.379801364E10
Italy,2010,6.5,0.6761666666666666,4.346500000000001,0.047086425834701684,19.799907390012134,-3.729234186771241,4.320130932E8
Syria,2020,6.5,0.9441666666666665,6.186944444444444,0.047086425834701684,17.11338267243231,-1.0904824109046514,2.854242373333333E7
Africa,2020,6.5,0.9441666666666667,6.186944444444445,0.04708642583470168,21.061706706680113,-0.8085954938717976,1.3930136266666667E9
Mauritius,1950,6.5,-0.04133333333333333,-0.3475,0.0470864258347017,12.089939872441166,0.3806783023172334,179609.28
Greenland,1955,6.5,0.008833333333333335,0.13283333333333336,0.04708642583470168,12.180374252311998,25.789578276844836,154913.91999999995
Vietnam,1980,6.5,0.3063333333333334,2.086666666666667,0.04708642583470168,16.701326743870464,1.6440953379802543,1.6853614880000003E7
Seychelles,1980,6.5,0.3063333333333334,2.0866666666666664,0.047086425834701684,11.464417760905185,-2.957895566591219,95410.56
Liechtenstein,1995,6.5,0.4828333333333333,3.149666666666667,0.047086425834701684,12.287051530237825,2.446929042614216,210191.87999999998
Papua New Guinea,1965,6.5,-0.045333333333333344,-0.40733333333333344,0.04708642583470168,12.96677614689873,15.955753586937218,327561.6047999999
Qatar,1985,6.5,0.29800000000000004,1.9763333333333335,0.047086425834701684,16.354042520869207,3.628562809352702,1.23154622E7
Austria,1965,6.5,-0.045333333333333344,-0.4073333333333334,0.047086425834701684,17.52517388818443,2.8323760200903583,3.850013912E7
Dominican Republic,1970,6.5,0.04200000000000001,0.25333333333333335,0.04708642583470168,15.369908883200207,19.66462603056234,3375378.4000000013
Middle East (GCP),1985,6.5,0.298,1.9763333333333335,0.047086425834701684,20.42567110131869,5.7303629688857045,6.690834288E8
Tuvalu,1980,6.5,0.3063333333333333,2.0866666666666664,0.04708642583470168,0.0,0.24669294699286523,0.0
Zambia,1995,6.5,0.48283333333333334,3.149666666666667,0.047086425834701684,14.546962359115891,-4.3612303784415305,2226504.8400000003
Europe (excl. EU-27),1995,6.5,0.48283333333333334,3.149666666666667,0.047086425834701684,21.70261781720286,-2.100888354599291,2.893265068E9
Mali,2015,6.5,0.9670000000000002,6.365833333333332,0.04708642583470167,15.337816227922987,13.579295631013728,3635620.8800000004
Uruguay,2020,6.5,0.9441666666666667,6.186944444444445,0.047086425834701684,15.829189474040724,7.437001633706984,6770541.600000002
Europe,2020,6.5,0.9441666666666665,6.186944444444444,0.04708642583470167,22.361926806139635,-1.9201614527747566,5.38957824E9
Asia (excl. China and India),2000,6.5,0.5660000000000002,3.713500000000001,0.047086425834701684,22.32552764683695,3.742213447240767,4.650902976E9
Tajikistan,2005,6.5,0.6318333333333335,4.103666666666666,0.04708642583470168,14.82067260274106,-0.042578877347978675,2529281.6
Ecuador,2010,6.5,0.6761666666666667,4.346500000000001,0.0470864258347017,17.480790926244456,5.499602113416982,3.57316472E7
Malta,2015,6.5,0.9670000000000002,6.365833333333333,0.047086425834701684,14.253498872711331,-5.5239595421563426,1907992.76
Trinidad and Tobago,2005,6.5,0.6318333333333332,4.103666666666666,0.047086425834701684,17.578767445424003,6.5626637029249,3.777356024000002E7
Oceania,1950,6.5,-0.04133333333333334,-0.34750000000000003,0.047086425834701684,18.083991881069377,3.862887695329177,6.843726746E7
Lithuania,1950,6.5,-0.041333333333333326,-0.3475,0.04708642583470168,15.905512912432087,6.105680503504713,7518860.173333333
New Zealand,1970,6.5,0.041999999999999996,0.25333333333333335,0.04708642583470169,16.617401957415375,5.732392571297457,1.4941068399999999E7
Upper-middle-income countries,1975,6.5,0.0975,0.6506666666666667,0.04708642583470168,22.322055376354584,5.151911720250899,4.48699214E9
Greenland,1985,6.5,0.298,1.9763333333333333,0.047086425834701684,12.942511568271302,9.001197980172046,441585.2776
Oceania (GCP),1950,6.5,-0.04133333333333334,-0.34750000000000003,0.047086425834701684,18.082893311239808,3.8552540426714956,6.837059475333333E7
Bhutan,1965,6.5,-0.04533333333333335,-0.40733333333333344,0.04708642583470168,0.0,0.24669294699286523,0.0
Suriname,1970,6.5,0.041999999999999996,0.2533333333333333,0.047086425834701684,14.377913657734394,2.1770555450591416,1605769.9200000002
North Korea,1955,6.5,0.008833333333333332,0.13283333333333341,0.04708642583470168,16.35072783448007,33.39536360647841,7388221.559999999
Bahamas,1955,6.5,0.008833333333333334,0.13283333333333336,0.04708642583470167,12.081675420519453,26.8084854011335,125748.482
Bhutan,1970,6.5,0.041999999999999996,0.2533333333333333,0.04708642583470169,8.206583614320753,0.04933858939857304,2198.4
Vanuatu,1975,6.5,0.09750000000000002,0.6506666666666667,0.047086425834701684,10.90095634732407,1.0875350140056015,55253.11999999999
Christmas Island,1980,6.5,0.3243750000000001,2.2049999999999996,0.04708642583470168,11.394738597784869,-3.7169312169312163,95447.20000000003
Uzbekistan,1975,6.5,0.09750000000000002,0.6506666666666665,0.047086425834701684,18.228503632333855,3.331676604506373,7.677971E7
North America (excl. USA),1995,6.5,0.48283333333333334,3.149666666666667,0.047086425834701684,20.714739128671575,2.5691457126276456,9.434096392E8
Brazil,2015,6.5,0.9670000000000003,6.365833333333334,0.047086425834701684,20.018323536656194,-3.187963171383157,5.130655576E8
Morocco,1990,6.5,0.36833333333333323,2.427333333333334,0.047086425834701684,17.039378994977426,4.467690542343908,2.2962534720000006E7
Europe (excl. EU-27),1970,6.5,0.041999999999999996,0.25333333333333335,0.047086425834701684,21.817252176056233,3.780393779205807,2.765176416E9
Mali,1990,6.5,0.36833333333333335,2.427333333333333,0.047086425834701684,13.06552631098559,5.75412078679267,426544.63759999996
Sierra Leone,1950,6.5,-0.041333333333333326,-0.3475,0.04708642583470168,11.885146736095457,3.3927884372540245,144679.14666666667
Costa Rica,1970,6.5,0.041999999999999996,0.2533333333333333,0.047086425834701684,14.344317139028018,11.155040560870171,1362527.1847999995
Paraguay,1985,6.5,0.29800000000000004,1.9763333333333335,0.04708642583470168,14.451688683225399,8.42920131758206,1631609.72
Oceania,1990,6.5,0.3683333333333333,2.427333333333333,0.047086425834701684,19.578044701555186,2.6714011441233145,2.988827776E8
Yemen,2000,6.5,0.5660000000000002,3.7135000000000002,0.047086425834701684,16.681621658297395,6.462069520751097,1.5461809320000002E7
Venezuela,2000,6.5,0.5660000000000002,3.7135000000000002,0.047086425834701684,18.80533171295873,0.7031357878964204,1.4563789864E8
Fiji,2000,6.5,0.5660000000000002,3.7135000000000007,0.047086425834701684,13.83816755081763,13.44149257950259,874936.4848
Kyrgyzstan,2015,6.5,0.9670000000000002,6.365833333333334,0.047086425834701684,16.10733795387273,-1.6757473185892187,9888904.839999998
Cambodia,2000,6.5,0.5660000000000001,3.7135000000000002,0.0470864258347017,14.626631778160403,5.359277037090117,2035617.6399999997
Oman,1985,6.5,0.29800000000000004,1.9763333333333335,0.04708642583470169,16.08448715978449,4.703262391514294,8555262.28
Lower-middle-income countries,1970,6.5,0.042,0.2533333333333333,0.047086425834701684,20.901510219182057,6.494795485873918,1.0593991584E9
Lithuania,1985,6.5,0.29800000000000004,1.9763333333333328,0.04708642583470169,17.4337955641092,-0.10730756762421732,3.739975128E7
North Macedonia,1985,6.5,0.29800000000000004,1.976333333333333,0.047086425834701684,16.20912130162594,1.4931541407795692,1.0479023199999997E7
Ireland,1980,6.5,0.3063333333333333,2.0866666666666664,0.047086425834701684,17.067259771196028,-1.3778289184006511,2.556360255999999E7
Cook Islands,1990,6.5,0.3683333333333333,2.427333333333333,0.04708642583470169,10.724029208305065,21.66666666666667,35614.08000000001
Nicaragua,1965,6.5,-0.045333333333333344,-0.4073333333333335,0.047086425834701684,13.880663452835647,7.238832335844876,917179.2
Zambia,1975,6.5,0.09749999999999999,0.6506666666666667,0.04708642583470168,15.145121545335979,-2.9608402514789143,4026269.5759999994
Italy,1950,6.5,-0.041333333333333326,-0.34750000000000003,0.047086425834701684,17.773677604903355,9.671983001026218,4.701861354000001E7
Kiribati,1990,6.5,0.36833333333333323,2.427333333333334,0.04708642583470168,10.152259863484153,6.190476190476189,23156.479999999996
Palau,1965,6.5,-0.04533333333333333,-0.40733333333333344,0.047086425834701684,11.32427270836059,20.00793650793651,66098.56
Lesotho,1995,6.5,0.48283333333333334,3.149666666666667,0.047086425834701684,14.385499444516835,1.733540806744991,1700975.3599999999
South America,1965,6.5,-0.04533333333333335,-0.4073333333333334,0.04708642583470169,19.42002534386439,6.232904560510023,2.443437892E8
Burundi,1985,6.5,0.298,1.976333333333333,0.04708642583470167,12.395969603050748,4.351141531881569,221159.03999999998
United States,1995,6.5,0.48283333333333334,3.149666666666667,0.047086425834701684,22.455402109191844,1.5923187968222474,5.464008652E9
Middle East (GCP),1995,6.5,0.48283333333333334,3.149666666666667,0.04708642583470167,20.877400946081018,1.620988109671077,1.1267141712E9
Aruba,2010,6.5,0.6761666666666666,4.346500000000001,0.047086425834701684,14.296262837934917,-17.160134488538013,2240023.0399999996
Niue,2010,6.5,0.6761666666666667,4.346500000000001,0.047086425834701684,8.89959435992585,30.0,5715.839999999999
Palestine,2010,6.5,0.6761666666666668,4.3465,0.04708642583470168,14.670366725106769,6.586054671235388,2195511.092
Mongolia,2015,6.5,0.9670000000000001,6.365833333333334,0.047086425834701684,17.374377797020834,11.777616722228125,3.1981038880000003E7
Upper-middle-income countries,2015,6.5,0.967,6.365833333333332,0.047086425834701684,23.474195102612786,0.9464220153019359,1.543249272E10
Israel,2015,6.5,0.9670000000000002,6.365833333333333,0.047086425834701684,17.91512916459847,-0.4954403364927387,6.252294607999999E7
Antarctica,2005,6.5,0.6913888888888889,4.5905555555555555,0.04708642583470167,9.053725547525634,16.666666666666668,6106.666666666667
Bahamas,2000,6.5,0.5660000000000002,3.7135000000000002,0.04708642583470169,14.521307482088263,0.18523907821424537,1973870.0719999995
Bolivia,1970,6.5,0.042,0.2533333333333333,0.04708642583470167,14.983537709068628,7.1721717982927355,2718528.480000001
United Kingdom,1970,6.5,0.041999999999999996,0.25333333333333335,0.04708642583470169,20.288707373204623,-0.29391733542442666,6.368016112E8
Belgium,1970,6.5,0.04200000000000001,0.2533333333333333,0.04708642583470169,18.68471732470379,1.8869764029669753,1.2344697255999994E8
Pakistan,1975,6.5,0.0975,0.6506666666666668,0.0470864258347017,17.030227836050333,5.706348860300708,2.2524414160000008E7
Panama,1990,6.5,0.3683333333333333,2.427333333333334,0.047086425834701684,15.085888103455408,11.533690865747424,3101636.7200000007
Myanmar,1970,6.5,0.042,0.25333333333333335,0.047086425834701684,15.358106464141516,9.551295659763323,4107796.3360000006
Bhutan,1975,6.5,0.0975,0.6506666666666667,0.047086425834701684,9.161927136760106,50.0,5422.719999999998
Brazil,1950,6.5,-0.04133333333333333,-0.34750000000000003,0.047086425834701684,17.003075687161374,8.871132164178896,2.189993540666667E7
Guatemala,1985,6.5,0.298,1.9763333333333335,0.047086425834701684,15.168417769563764,4.262554343749621,3619341.7519999994
Brunei,1970,6.5,0.042,0.25333333333333335,0.04708642583470168,15.974675006186715,317.6747080428675,5286126.180000002
Panama Canal Zone (GCP),1955,6.5,0.00883333333333333,0.13283333333333336,0.04708642583470169,12.034958055434302,31.39579683326678,128386.56000000004
Netherlands,1960,6.5,0.019166666666666672,0.1661666666666667,0.04708642583470169,18.24742073266382,7.624346817718334,7.447245832000001E7
Bangladesh,1975,6.5,0.09749999999999999,0.6506666666666667,0.047086425834701684,15.56625186759963,7.368147228206561,5012866.2
Yemen,1995,6.5,0.4828333333333334,3.149666666666666,0.04708642583470168,16.334287720612924,8.273412914706192,1.0872066639999997E7
Central African Republic,2010,6.5,0.6761666666666666,4.3465,0.047086425834701684,11.967517188578235,-2.9671468769934255,173966.72000000003
Indonesia,2010,6.5,0.6761666666666668,4.3465,0.047086425834701684,20.005592270529664,4.331160370534993,4.424425556E8
Vietnam,2015,6.5,0.967,6.365833333333334,0.047086425834701684,19.351126408405534,13.962486151803095,2.055634568E8
Kosovo,2020,6.5,0.9441666666666665,6.186944444444445,0.047086425834701684,15.917904153625367,-1.4784954120945497,8245982.899999999
Mali,2005,6.5,0.6318333333333332,4.103666666666666,0.047086425834701684,14.360319782039864,6.252587176569417,1500920.96
Sri Lanka,2005,6.5,0.6318333333333334,4.103666666666666,0.047086425834701684,16.313853485329872,1.3474602817861707,1.17556892E7
Bahamas,2020,6.5,0.9441666666666667,6.186944444444444,0.04708642583470168,14.573886334005712,-4.642932084109447,2315466.533333333
Andorra,2020,6.5,0.9441666666666665,6.186944444444445,0.047086425834701684,12.817125431812952,-8.014424121006094,436695.53333333344
Malta,2005,6.5,0.6318333333333332,4.103666666666666,0.047086425834701684,14.791756473513496,-2.309640893496588,2742579.48
International shipping,1950,6.5,-0.041333333333333326,-0.3475,0.04708642583470168,18.813265704616505,4.974956577969323,1.3959427003333336E8
Tonga,1970,6.5,0.041999999999999996,0.2533333333333333,0.04708642583470168,10.030904037160749,25.428571428571423,18759.680000000008
Switzerland,1975,6.5,0.09750000000000002,0.6506666666666666,0.047086425834701684,17.51711879134745,-0.6815470129017519,4.1454485679999985E7
Canada,1985,6.5,0.29800000000000004,1.9763333333333335,0.047086425834701684,19.891299224408808,1.7887260027557583,4.23163326E8
European Union (27),1985,6.5,0.29800000000000004,1.9763333333333335,0.04708642583470169,22.063432910803524,0.38148035538371566,3.796788628E9
Spain,1965,6.5,-0.04533333333333334,-0.4073333333333332,0.04708642583470167,18.267029712280177,8.602901490759155,7.290424600000001E7
Cambodia,1975,6.5,0.09750000000000002,0.6506666666666667,0.047086425834701684,11.011214839766163,-14.603614140917733,87371.8
European Union (28),1970,6.5,0.042,0.25333333333333335,0.047086425834701684,22.15760481795808,2.542496030828253,3.929578372E9
Macao,1950,6.5,-0.04133333333333335,-0.34750000000000003,0.047086425834701684,8.38885969486467,0.24669294699286526,879.3600000000001
India,1960,6.5,0.019166666666666665,0.16616666666666668,0.047086425834701684,18.67724867129873,6.673981991886567,1.1274107832000001E8
Central African Republic,1970,6.5,0.04199999999999999,0.2533333333333334,0.047086425834701684,12.026224427510577,-8.481855300888821,171328.64000000004
Albania,1995,6.5,0.48283333333333317,3.149666666666667,0.047086425834701684,14.546963812368618,13.109523555406177,2146947.100000001
Zimbabwe,1985,6.5,0.29800000000000004,1.9763333333333337,0.047086425834701684,16.46303135688318,10.720606996295317,1.1791299000000004E7
Central America (GCP),1995,6.5,0.48283333333333334,3.149666666666667,0.0470864258347017,18.52295118123185,4.781803608548194,1.016011036E8
British Virgin Islands,1995,6.5,0.48283333333333334,3.149666666666667,0.04708642583470169,11.524136387082878,6.2531631009891875,91453.44
Europe (GCP),2000,6.5,0.5660000000000002,3.713500000000001,0.047086425834701684,22.564242725247997,0.8729258950782616,6.249660764E9
Mauritius,2010,6.5,0.6761666666666667,4.3465,0.047086425834701684,15.205185847299868,2.5709086786820152,3863907.8399999994
Gambia,2020,6.5,0.9441666666666667,6.1869444444444435,0.047086425834701684,13.517703174906817,2.801202065311422,682605.6000000001
Afghanistan,2000,6.5,0.5660000000000002,3.713500000000001,0.047086425834701684,14.039305887225083,3.817150891862437,1202877.9079999998
Jordan,2020,6.5,0.9441666666666667,6.186944444444445,0.04708642583470169,16.917232943938448,-2.0645421258635115,2.3838041333333332E7
Venezuela,2015,6.5,0.9670000000000002,6.365833333333334,0.047086425834701684,18.675030530424618,-12.6614201296674,1.5846187576000002E8
Bhutan,2000,6.5,0.5660000000000001,3.7135000000000002,0.04708642583470169,12.838272714779537,-3.952416900116113,383987.76
Slovakia,2020,6.5,0.9441666666666669,6.186944444444444,0.047086425834701684,17.326210993114053,0.7541640621945382,3.4304666400000006E7
Kazakhstan,2015,6.5,0.967,6.365833333333333,0.047086425834701684,19.473107628615914,0.24350453847972364,2.747395408E8
South America (GCP),1980,6.5,0.3063333333333334,2.0866666666666664,0.04708642583470168,20.016523481371692,-0.09246600996447187,4.835604404E8
Honduras,1990,6.5,0.3683333333333333,2.427333333333333,0.04708642583470169,14.845612501567974,4.009657665178815,2575321.5600000005
New Caledonia,1990,6.5,0.3683333333333333,2.427333333333333,0.047086425834701684,14.370529740534593,4.231631128067595,1625676.24
United States,1960,6.5,0.019166666666666665,0.1661666666666667,0.047086425834701684,21.833074610717958,2.898597003464784,2.90534464E9
Canada,1980,6.5,0.30633333333333346,2.086666666666667,0.047086425834701684,19.86548140247,-0.7180089102582439,4.25834576E8
Bulgaria,1950,6.5,-0.041333333333333326,-0.34750000000000003,0.047086425834701684,16.057681009594447,8.902030557847507,8405081.389999999
Jordan,1950,6.5,-0.041333333333333326,-0.3475000000000001,0.047086425834701684,12.198727737613046,8.518419843960691,179671.88
Taiwan,1975,6.5,0.0975,0.6506666666666668,0.04708642583470169,17.93447464717923,14.294563353972519,4.896291599999999E7
Venezuela,1985,6.5,0.298,1.976333333333333,0.047086425834701684,18.50731762832839,3.2909814994994124,1.0172315688000004E8
Seychelles,1960,6.5,-0.04541666666666666,-0.26791666666666664,0.047086425834701684,8.89959435992585,0.12334647349643262,7328.0
Venezuela,1990,6.5,0.3683333333333333,2.4273333333333342,0.04708642583470168,18.579705824562133,2.4882929419683877,1.146341576E8
East Timor,1990,6.5,0.26666666666666666,1.5758333333333336,0.047086425834701684,0.0,0.24669294699286518,0.0
Ethiopia,1965,6.5,-0.045333333333333344,-0.40733333333333344,0.047086425834701684,13.986584597923,34.795704386737505,755006.0399999999
North America (GCP),2005,6.5,0.6318333333333332,4.103666666666666,0.047086425834701684,22.666833390122484,-1.834810679119642,7.063507892E9
East Timor,2005,6.5,0.6318333333333332,4.103666666666666,0.04708642583470169,12.633195521841138,-6.7945733777276685,320199.87999999995
Slovakia,2010,6.5,0.6761666666666667,4.3465,0.047086425834701684,17.407541174647125,-2.161023742520741,3.8225497680000015E7
Sierra Leone,2000,6.5,0.566,3.7135000000000002,0.04708642583470168,12.993804756601106,26.025267257099873,317448.9636
Macao,2010,6.5,0.6761666666666666,4.3465,0.047086425834701684,13.988288889359723,-4.857471143519138,1332816.6400000001
Spain,2000,6.5,0.566,3.7135000000000002,0.04708642583470169,19.610456831084782,3.464736726466162,3.048156116E8
Gambia,2000,6.5,0.566,3.7135000000000002,0.047086425834701684,12.603229334110736,3.1042457091237576,274800.0
Yemen,2020,6.5,0.9441666666666667,6.186944444444444,0.047086425834701684,16.238194580638552,-1.194480835418484,1.1124545399999999E7
Honduras,1950,6.5,-0.04133333333333334,-0.34750000000000003,0.047086425834701684,12.7474784914583,5.060440452875276,327903.5733333333
Ukraine,1955,6.5,0.008833333333333337,0.1328333333333334,0.047086425834701684,19.2854426379113,8.861322003208738,2.011061036E8
Vietnam,1960,6.5,0.01916666666666667,0.16616666666666674,0.047086425834701684,16.028130548741395,12.782421745118379,7099085.840000002
Ghana,1970,6.5,0.04200000000000001,0.2533333333333333,0.047086425834701684,14.741387594045896,13.470851588888697,2145816.1200000006
Dominica,1970,6.5,0.041999999999999996,0.25333333333333335,0.04708642583470168,10.18042965745374,10.857142857142856,23449.600000000002
Kiribati,1985,6.5,0.29800000000000004,1.9763333333333335,0.047086425834701684,9.964215698405528,0.6666666666666672,21984.0
East Timor,1995,6.5,0.48283333333333317,3.1496666666666666,0.047086425834701684,10.662019770837341,30.738033303658554,10961.76
Ryukyu Islands (GCP),1955,6.5,0.008833333333333334,0.13283333333333333,0.047086425834701684,12.326977026936735,15.476488162486502,167005.11999999997
European Union (28),1960,6.5,0.01916666666666667,0.16616666666666674,0.047086425834701684,21.807417750185856,5.513879962414863,2.7070088E9
French Polynesia,1960,6.5,0.01916666666666667,0.1661666666666667,0.047086425834701684,10.91437912178165,20.94230769230769,47045.76000000001
Asia (GCP),1975,6.5,0.0975,0.6506666666666668,0.047086425834701684,21.97468208788177,5.247653694241003,3.178314308E9
Austria,1955,6.5,0.00883333333333333,0.1328333333333334,0.047086425834701684,17.16506742005091,2.9461417908458207,2.6414397679999996E7
Haiti,1955,6.5,0.00883333333333333,0.1328333333333334,0.047086425834701684,12.476865138638638,3.763533643407943,228549.15839999996
Burundi,1965,6.5,-0.045333333333333344,-0.4073333333333334,0.047086425834701684,10.85957191034077,11.128205128205122,46756.84000000001
Uganda,1995,6.5,0.48283333333333317,3.149666666666667,0.04708642583470168,13.905170086503421,12.52537719606321,926333.4096000002
Curacao,1995,6.5,0.48283333333333334,3.149666666666667,0.047086425834701684,14.957695870877936,110.40498532159033,4011174.5216
Burundi,2015,6.5,0.9670000000000002,6.365833333333334,0.0470864258347017,13.173425636505282,14.984137835938494,420959.7636
Sri Lanka,2015,6.5,0.9670000000000002,6.365833333333333,0.04708642583470168,16.877744577393404,4.558379711769914,1.9204933519999996E7
High-income countries,2020,6.5,0.9441666666666667,6.186944444444445,0.047086425834701684,23.2430579885122,-1.2847305135770029,1.29499652E10
Bulgaria,2000,6.5,0.5660000000000001,3.7135000000000002,0.047086425834701684,17.68851876407743,1.5226081835318543,4.9048939279999994E7
Fiji,2020,6.5,0.9441666666666667,6.1869444444444435,0.047086425834701684,13.880241541829706,-7.618962129751381,1253742.988
Lebanon,1955,6.5,0.008833333333333335,0.13283333333333333,0.04708642583470168,14.508551842917477,13.883019495410556,1641047.6919999996
